Date,Open,High,Low,Close,Adj Close,Volume
2018-06-14,292800.000000,292800.000000,288978.000000,289670.000000,289670.000000,300
2018-06-15,289600.000000,289600.000000,286200.000000,287626.000000,287626.000000,300
2018-06-18,286100.000000,287850.000000,285700.000000,287600.000000,287600.000000,200
2018-06-19,286450.000000,287164.000000,284800.000000,286700.000000,286700.000000,300
2018-06-20,286780.000000,286780.000000,285000.000000,285000.000000,285000.000000,300
2018-06-21,285300.000000,285800.000000,283600.000000,285000.000000,285000.000000,500
2018-06-22,285900.000000,287310.000000,285401.000000,286541.000000,286541.000000,500
2018-06-25,285000.000000,285705.000000,282500.000000,284640.000000,284640.000000,300
2018-06-26,283200.000000,287000.000000,282400.000000,284500.000000,284500.000000,500
2018-06-27,284500.000000,285700.000000,281600.000000,281600.000000,281600.000000,600
2018-06-28,282950.000000,285625.000000,282000.000000,284920.000000,284920.000000,500
2018-06-29,286700.000000,288080.000000,282000.000000,282040.000000,282040.000000,400
2018-07-02,282050.000000,284501.000000,282050.000000,283800.000000,283800.000000,100
2018-07-03,284900.000000,285000.000000,281600.000000,282000.000000,282000.000000,100
2018-07-05,282400.000000,284203.000000,282140.000000,283635.000000,283635.000000,200
2018-07-06,283140.000000,285406.000000,282840.000000,283700.000000,283700.000000,100
2018-07-09,285000.000000,286720.000000,284515.000000,286720.000000,286720.000000,100
2018-07-10,287499.000000,287770.000000,286070.000000,286385.000000,286385.000000,200
2018-07-11,285500.000000,289500.000000,285010.000000,288481.000000,288481.000000,400
2018-07-12,288550.000000,289800.000000,286161.000000,288000.000000,288000.000000,500
2018-07-13,288000.000000,290100.000000,287221.000000,290000.000000,290000.000000,600
2018-07-16,288800.000000,290920.000000,288800.000000,289000.000000,289000.000000,300
2018-07-17,289220.000000,289800.000000,287560.000000,288500.000000,288500.000000,200
2018-07-18,295060.000000,304100.000000,295060.000000,303210.000000,303210.000000,1000
2018-07-19,303210.000000,303549.000000,298205.000000,299000.000000,299000.000000,300
2018-07-20,298005.000000,299380.000000,298005.000000,299380.000000,299380.000000,200
2018-07-23,298900.000000,301560.000000,298835.000000,300230.000000,300230.000000,500
2018-07-24,300650.000000,303400.000000,300400.000000,300400.000000,300400.000000,200
2018-07-25,300000.000000,300500.000000,297888.000000,299816.000000,299816.000000,200
2018-07-26,300300.000000,302000.000000,300300.000000,300501.000000,300501.000000,200
2018-07-27,300500.000000,302749.000000,300500.000000,302000.000000,302000.000000,300
2018-07-30,301240.000000,304400.000000,301240.000000,303432.000000,303432.000000,400
2018-07-31,303400.000000,303400.000000,301080.000000,301550.000000,301550.000000,500
2018-08-01,302500.000000,303900.000000,300770.000000,301200.000000,301200.000000,200
2018-08-02,300550.000000,302175.000000,299000.000000,301160.000000,301160.000000,200
2018-08-03,302300.000000,304990.000000,301720.000000,304671.000000,304671.000000,300
2018-08-06,309000.000000,315015.000000,308600.000000,311806.000000,311806.000000,700
2018-08-07,313950.000000,317100.000000,313950.000000,315600.000000,315600.000000,500
2018-08-08,315550.000000,316599.000000,314376.000000,315300.000000,315300.000000,200
2018-08-09,315400.000000,316575.000000,315000.000000,315100.000000,315100.000000,100
2018-08-10,313799.000000,313799.000000,310540.000000,312000.000000,312000.000000,200
2018-08-13,311200.000000,312750.000000,309983.000000,310230.000000,310230.000000,200
2018-08-14,310745.000000,312108.000000,310250.000000,310815.000000,310815.000000,100
2018-08-15,310000.000000,311300.000000,308000.000000,309050.000000,309050.000000,100
2018-08-16,310120.000000,313195.000000,309950.000000,313000.000000,313000.000000,200
2018-08-17,312975.000000,314290.000000,312260.000000,313465.000000,313465.000000,200
2018-08-20,313465.000000,315535.000000,313465.000000,314060.000000,314060.000000,100
2018-08-21,314950.000000,315600.000000,313725.000000,313725.000000,313725.000000,200
2018-08-22,313250.000000,313250.000000,311960.000000,312400.000000,312400.000000,100
2018-08-23,312300.000000,312930.000000,311710.000000,311983.000000,311983.000000,100
2018-08-24,312150.000000,313640.000000,312150.000000,312850.000000,312850.000000,200
2018-08-27,314250.000000,317500.000000,314250.000000,316200.000000,316200.000000,200
2018-08-28,316700.000000,317730.000000,316110.000000,317124.000000,317124.000000,300
2018-08-29,317850.000000,317850.000000,316320.000000,317505.000000,317505.000000,200
2018-08-30,317000.000000,317450.000000,315880.000000,317000.000000,317000.000000,400
2018-08-31,316900.000000,316900.000000,315000.000000,315800.000000,315800.000000,500
2018-09-04,315800.000000,317250.000000,315000.000000,317250.000000,317250.000000,200
2018-09-05,316500.000000,319950.000000,316123.000000,319920.000000,319920.000000,300
2018-09-06,318500.000000,321175.000000,318500.000000,320035.000000,320035.000000,400
2018-09-07,320000.000000,322743.000000,320000.000000,321700.000000,321700.000000,300
2018-09-10,322200.000000,324995.000000,322105.000000,322560.000000,322560.000000,300
2018-09-11,321200.000000,324420.000000,320070.000000,323242.000000,323242.000000,200
2018-09-12,321750.000000,323420.000000,321750.000000,322340.000000,322340.000000,200
2018-09-13,322700.000000,323455.000000,321575.000000,321575.000000,321575.000000,300
2018-09-14,323980.000000,324999.000000,323276.000000,324999.000000,324999.000000,200
2018-09-17,325040.000000,325666.000000,323836.000000,324575.000000,324575.000000,200
2018-09-18,325000.000000,327820.000000,324945.000000,327436.000000,327436.000000,500
2018-09-19,326400.000000,332000.000000,326400.000000,332000.000000,332000.000000,600
2018-09-20,332300.000000,334560.000000,332300.000000,333415.000000,333415.000000,300
2018-09-21,333780.000000,333860.000000,331015.000000,331336.000000,331336.000000,400
2018-09-24,330300.000000,330990.000000,326940.000000,327840.000000,327840.000000,300
2018-09-25,328101.000000,328500.000000,326280.000000,328500.000000,328500.000000,200
2018-09-26,328100.000000,328100.000000,324286.000000,324286.000000,324286.000000,300
2018-09-27,324401.000000,326500.000000,323112.000000,324731.000000,324731.000000,300
2018-09-28,324500.000000,324500.000000,320000.000000,320000.000000,320000.000000,400
2018-10-01,323165.000000,324100.000000,320910.000000,321930.000000,321930.000000,500
2018-10-02,321280.000000,323330.000000,321150.000000,322900.000000,322900.000000,200
2018-10-03,323175.000000,326506.000000,323175.000000,323878.000000,323878.000000,400
2018-10-04,324325.000000,328410.000000,324325.000000,327900.000000,327900.000000,200
2018-10-05,328700.000000,330120.000000,328190.000000,329500.000000,329500.000000,200
2018-10-08,329150.000000,334070.000000,329150.000000,333337.000000,333337.000000,200
2018-10-09,332700.000000,335900.000000,331800.000000,335630.000000,335630.000000,500
2018-10-10,334830.000000,335441.000000,319100.000000,319100.000000,319100.000000,500
2018-10-11,316110.000000,317990.000000,305000.000000,308000.000000,308000.000000,800
2018-10-12,314200.000000,314590.000000,306375.000000,310000.000000,310000.000000,400
2018-10-15,310000.000000,310000.000000,307205.000000,308000.000000,308000.000000,300
2018-10-16,310750.000000,316000.000000,309750.000000,314750.000000,314750.000000,300
2018-10-17,314500.000000,317500.000000,311296.000000,315200.000000,315200.000000,400
2018-10-18,316100.000000,316889.000000,311000.000000,313200.000000,313200.000000,200
2018-10-19,313200.000000,316180.000000,312264.000000,314477.000000,314477.000000,400
2018-10-22,315150.000000,315150.000000,309080.000000,309080.000000,309080.000000,300
2018-10-23,304899.000000,307915.000000,302861.000000,305100.000000,305100.000000,400
2018-10-24,305003.000000,306000.000000,299381.000000,299995.000000,299995.000000,400
2018-10-25,302000.000000,305050.000000,300430.000000,302231.000000,302231.000000,400
2018-10-26,299995.000000,300605.000000,296003.000000,296805.000000,296805.000000,600
2018-10-29,302500.000000,306864.000000,297000.000000,300000.000000,300000.000000,400
2018-10-30,300300.000000,305579.000000,298480.000000,305579.000000,305579.000000,400
2018-10-31,309180.000000,312010.000000,307090.000000,307705.000000,307705.000000,300
2018-11-01,308007.000000,309199.000000,306001.000000,308366.000000,308366.000000,200
2018-11-02,312150.000000,313015.000000,305250.000000,308411.000000,308411.000000,200
2018-11-05,318880.000000,326047.000000,318880.000000,323935.000000,323935.000000,600
2018-11-06,325945.000000,327600.000000,324885.000000,327050.000000,327050.000000,300
2018-11-07,330000.000000,332222.000000,326600.000000,331391.000000,331391.000000,300
2018-11-08,331400.000000,335109.000000,330980.000000,333200.000000,333200.000000,400
2018-11-09,331840.000000,331940.000000,327510.000000,329665.000000,329665.000000,100
2018-11-12,328930.000000,329065.000000,322980.000000,323040.000000,323040.000000,200
2018-11-13,323105.000000,328408.000000,323105.000000,326700.000000,326700.000000,300
2018-11-14,329080.000000,330450.000000,321000.000000,323700.000000,323700.000000,300
2018-11-15,322770.000000,326300.000000,318120.000000,326300.000000,326300.000000,200
2018-11-16,326000.000000,330526.000000,323800.000000,328350.000000,328350.000000,200
2018-11-19,327000.000000,327025.000000,322960.000000,326706.000000,326706.000000,200
2018-11-20,322710.000000,323010.000000,315623.000000,315970.000000,315970.000000,400
2018-11-21,316300.000000,320396.000000,316000.000000,316301.000000,316301.000000,100
2018-11-23,315000.000000,315000.000000,310340.000000,310340.000000,310340.000000,100
2018-11-26,313700.000000,316430.000000,313135.000000,316040.000000,316040.000000,200
2018-11-27,315420.000000,319100.000000,315420.000000,318696.000000,318696.000000,200
2018-11-28,319150.000000,326450.000000,318745.000000,325000.000000,325000.000000,500
2018-11-29,324750.000000,328900.000000,324200.000000,326481.000000,326481.000000,400
2018-11-30,325125.000000,328550.000000,325125.000000,326000.000000,326000.000000,200
2018-12-03,331500.000000,335041.000000,328580.000000,330921.000000,330921.000000,400
2018-12-04,330200.000000,330200.000000,314929.000000,315000.000000,315000.000000,600
2018-12-06,310550.000000,312150.000000,304500.000000,312000.000000,312000.000000,600
2018-12-07,313250.000000,316280.000000,305850.000000,307674.000000,307674.000000,200
2018-12-10,306200.000000,306990.000000,298101.000000,304600.000000,304600.000000,500
2018-12-11,309499.000000,310697.000000,301234.000000,303226.000000,303226.000000,300
2018-12-12,308000.000000,308272.000000,303400.000000,303600.000000,303600.000000,300
2018-12-13,303700.000000,304955.000000,302310.000000,303750.000000,303750.000000,500
2018-12-14,301554.000000,302406.000000,299440.000000,300320.000000,300320.000000,800
2018-12-17,299120.000000,303150.000000,296000.000000,297000.000000,297000.000000,500
2018-12-18,299030.000000,300540.000000,292524.000000,294500.000000,294500.000000,800
2018-12-19,295000.000000,301000.000000,290627.000000,293040.000000,293040.000000,500
2018-12-20,290425.000000,292975.000000,287485.000000,290100.000000,290100.000000,700
2018-12-21,290000.000000,296100.000000,287800.000000,288000.000000,288000.000000,500
2018-12-24,288000.000000,288000.000000,281000.000000,282640.000000,282640.000000,400
2018-12-26,283250.000000,296745.000000,279410.000000,294850.000000,294850.000000,500
2018-12-27,293000.000000,299800.000000,288000.000000,298500.000000,298500.000000,600
2018-12-28,300005.000000,306900.000000,300005.000000,302600.000000,302600.000000,500
2018-12-31,306000.000000,307479.000000,301618.000000,306000.000000,306000.000000,300
2019-01-02,302000.000000,306255.000000,301880.000000,304057.000000,304057.000000,400
2019-01-03,300000.000000,300000.000000,286650.000000,287000.000000,287000.000000,700
2019-01-04,292715.000000,295404.000000,290755.000000,292500.000000,292500.000000,800
2019-01-07,294500.000000,297170.000000,292970.000000,295400.000000,295400.000000,600
2019-01-08,299060.000000,299060.000000,292179.000000,294300.000000,294300.000000,300
2019-01-09,295990.000000,296250.000000,292600.000000,294560.000000,294560.000000,300
2019-01-10,293600.000000,296725.000000,292815.000000,295160.000000,295160.000000,300
2019-01-11,293750.000000,294300.000000,292000.000000,293980.000000,293980.000000,500
2019-01-14,291750.000000,294631.000000,291650.000000,292371.000000,292371.000000,500
2019-01-15,294180.000000,295880.000000,293009.000000,295000.000000,295000.000000,500
2019-01-16,296300.000000,299300.000000,295811.000000,295811.000000,295811.000000,700
2019-01-17,297000.000000,299075.000000,294970.000000,297547.000000,297547.000000,200
2019-01-18,301398.000000,306725.000000,300603.000000,306500.000000,306500.000000,400
2019-01-22,305000.000000,307305.000000,298794.000000,300531.000000,300531.000000,300
2019-01-23,300725.000000,301850.000000,298000.000000,301835.000000,301835.000000,200
2019-01-24,300035.000000,302100.000000,299740.000000,301680.000000,301680.000000,200
2019-01-25,304561.000000,306950.000000,303265.000000,303531.000000,303531.000000,200
2019-01-28,301900.000000,302240.000000,299850.000000,301000.000000,301000.000000,400
2019-01-29,300880.000000,303014.000000,300745.000000,303000.000000,303000.000000,200
2019-01-30,305900.000000,311145.000000,304800.000000,309180.000000,309180.000000,300
2019-01-31,307540.000000,311890.000000,306195.000000,311500.000000,311500.000000,500
2019-02-01,310005.000000,313960.000000,309965.000000,313875.000000,313875.000000,400
2019-02-04,313650.000000,313650.000000,310470.000000,312000.000000,312000.000000,300
2019-02-05,312550.000000,313000.000000,310155.000000,310700.000000,310700.000000,400
2019-02-06,310000.000000,310449.000000,307780.000000,308810.000000,308810.000000,100
2019-02-07,307000.000000,307150.000000,301100.000000,302813.000000,302813.000000,200
2019-02-08,301000.000000,301390.000000,297381.000000,300771.000000,300771.000000,200
2019-02-11,302375.000000,304930.000000,302350.000000,304884.000000,304884.000000,200
2019-02-12,307900.000000,310000.000000,307655.000000,309260.000000,309260.000000,200
2019-02-13,309650.000000,312140.000000,308025.000000,308320.000000,308320.000000,400
2019-02-14,306895.000000,306895.000000,302585.000000,303890.000000,303890.000000,200
2019-02-15,307000.000000,308320.000000,305850.000000,308139.000000,308139.000000,200
2019-02-19,307820.000000,309350.000000,307295.000000,307315.000000,307315.000000,200
2019-02-20,308375.000000,309500.000000,307500.000000,309500.000000,309500.000000,100
2019-02-21,308992.000000,309800.000000,306535.000000,307925.000000,307925.000000,200
2019-02-22,305434.000000,305434.000000,300000.000000,302000.000000,302000.000000,400
2019-02-25,303050.000000,307500.000000,302000.000000,303300.000000,303300.000000,300
2019-02-26,303900.000000,303900.000000,302000.000000,302500.000000,302500.000000,200
2019-02-27,302500.000000,303503.000000,302100.000000,303000.000000,303000.000000,300
2019-02-28,303605.000000,303710.000000,302000.000000,302200.000000,302200.000000,200
2019-03-01,304520.000000,306416.000000,303000.000000,304860.000000,304860.000000,200
2019-03-04,304900.000000,307315.000000,301200.000000,303400.000000,303400.000000,300
2019-03-05,302825.000000,303100.000000,301300.000000,302600.000000,302600.000000,200
2019-03-06,302300.000000,303548.000000,301200.000000,301375.000000,301375.000000,100
2019-03-07,300800.000000,301000.000000,297500.000000,299050.000000,299050.000000,300
2019-03-08,297000.000000,299161.000000,295900.000000,299000.000000,299000.000000,200
2019-03-11,300000.000000,303451.000000,300000.000000,303279.000000,303279.000000,200
2019-03-12,304200.000000,305540.000000,303725.000000,304235.000000,304235.000000,200
2019-03-13,304500.000000,308026.000000,304355.000000,306300.000000,306300.000000,400
2019-03-14,305360.000000,306555.000000,304300.000000,305350.000000,305350.000000,100
2019-03-15,306440.000000,309171.000000,306000.000000,307250.000000,307250.000000,300
2019-03-18,308140.000000,310394.000000,308140.000000,309996.000000,309996.000000,300
2019-03-19,311100.000000,311299.000000,307100.000000,307900.000000,307900.000000,200
2019-03-20,307900.000000,307922.000000,304850.000000,305505.000000,305505.000000,200
2019-03-21,304000.000000,307120.000000,303390.000000,307120.000000,307120.000000,200
2019-03-22,305940.000000,305940.000000,300717.000000,301225.000000,301225.000000,300
2019-03-25,301227.000000,303410.000000,297900.000000,299380.000000,299380.000000,300
2019-03-26,301425.000000,302018.000000,298500.000000,300961.000000,300961.000000,200
2019-03-27,300851.000000,301481.000000,297900.000000,299764.000000,299764.000000,300
2019-03-28,300050.000000,301250.000000,298400.000000,301250.000000,301250.000000,200
2019-03-29,302500.000000,302579.000000,300152.000000,301215.000000,301215.000000,500
2019-04-01,302800.000000,307930.000000,302800.000000,307800.000000,307800.000000,400
2019-04-02,307000.000000,307900.000000,305417.000000,306000.000000,306000.000000,200
2019-04-03,308000.000000,308240.000000,304600.000000,305750.000000,305750.000000,200
2019-04-04,305250.000000,307385.000000,305100.000000,306461.000000,306461.000000,300
2019-04-05,305495.000000,308375.000000,305495.000000,307776.000000,307776.000000,300
2019-04-08,307674.000000,308598.000000,306185.000000,307461.000000,307461.000000,100
2019-04-09,306820.000000,307380.000000,305600.000000,307380.000000,307380.000000,100
2019-04-10,307700.000000,307700.000000,305600.000000,307000.000000,307000.000000,200
2019-04-11,308074.000000,310500.000000,306899.000000,309875.000000,309875.000000,200
2019-04-12,311000.000000,317226.000000,311000.000000,314250.000000,314250.000000,200
2019-04-15,315000.000000,315345.000000,311570.000000,314500.000000,314500.000000,200
2019-04-16,315000.000000,317500.000000,315000.000000,317500.000000,317500.000000,100
2019-04-17,318000.000000,318519.000000,314694.000000,316040.000000,316040.000000,100
2019-04-18,316620.000000,317003.000000,314610.000000,315330.000000,315330.000000,100
2019-04-22,313800.000000,315310.000000,313460.000000,314100.000000,314100.000000,100
2019-04-23,313865.000000,317730.000000,313756.000000,317684.000000,317684.000000,200
2019-04-24,317025.000000,317703.000000,315561.000000,316000.000000,316000.000000,200
2019-04-25,314900.000000,319015.000000,314295.000000,318500.000000,318500.000000,300
2019-04-26,318505.000000,321494.000000,318420.000000,321000.000000,321000.000000,400
2019-04-29,322000.000000,325845.000000,322000.000000,324921.000000,324921.000000,400
2019-04-30,325000.000000,325615.000000,322294.000000,325080.000000,325080.000000,200
2019-05-01,325700.000000,328013.000000,324926.000000,325900.000000,325900.000000,300
2019-05-02,325000.000000,326557.000000,322861.000000,324214.000000,324214.000000,200
2019-05-03,326000.000000,328555.000000,325385.000000,327766.000000,327766.000000,200
2019-05-06,322100.000000,322250.000000,317390.000000,320000.000000,320000.000000,600
2019-05-07,316400.000000,317755.000000,312000.000000,315120.000000,315120.000000,700
2019-05-08,314900.000000,324000.000000,312500.000000,314750.000000,314750.000000,400
2019-05-09,313500.000000,314890.000000,308325.000000,314400.000000,314400.000000,400
2019-05-10,310850.000000,315910.000000,308601.000000,315500.000000,315500.000000,400
2019-05-13,309750.000000,311000.000000,308360.000000,308360.000000,308360.000000,500
2019-05-14,310100.000000,312081.000000,306666.000000,306850.000000,306850.000000,300
2019-05-15,306000.000000,307595.000000,303475.000000,305580.000000,305580.000000,200
2019-05-16,308000.000000,311000.000000,307690.000000,307936.000000,307936.000000,200
2019-05-17,305450.000000,309023.000000,305150.000000,306355.000000,306355.000000,100
2019-05-20,305100.000000,305975.000000,304138.000000,305362.000000,305362.000000,100
2019-05-21,306000.000000,307481.000000,305400.000000,306225.000000,306225.000000,200
2019-05-22,305234.000000,306355.000000,304188.000000,304300.000000,304300.000000,100
2019-05-23,303000.000000,304200.000000,300593.000000,304115.000000,304115.000000,400
2019-05-24,304540.000000,305000.000000,302850.000000,303000.000000,303000.000000,100
2019-05-28,304350.000000,304500.000000,301000.000000,301050.000000,301050.000000,300
2019-05-29,300100.000000,300810.000000,298070.000000,299860.000000,299860.000000,400
2019-05-30,300025.000000,301662.000000,300025.000000,300877.000000,300877.000000,200
2019-05-31,298000.000000,299339.000000,296800.000000,297060.000000,297060.000000,300
2019-06-03,297000.000000,299775.000000,296623.000000,299742.000000,299742.000000,300
2019-06-04,301790.000000,304000.000000,301500.000000,304000.000000,304000.000000,200
2019-06-05,305300.000000,306543.000000,303400.000000,306400.000000,306400.000000,200
2019-06-06,305800.000000,308566.000000,305200.000000,307900.000000,307900.000000,400
2019-06-07,310000.000000,310500.000000,308940.000000,309265.000000,309265.000000,300
2019-06-10,310460.000000,312500.000000,310280.000000,311524.000000,311524.000000,200
2019-06-11,313190.000000,313600.000000,309315.000000,310238.000000,310238.000000,200
2019-06-12,309250.000000,310086.000000,306465.000000,307196.000000,307196.000000,200
2019-06-13,307000.000000,308550.000000,306795.000000,307445.000000,307445.000000,200
2019-06-14,306695.000000,308800.000000,306320.000000,308206.000000,308206.000000,100
2019-06-17,308206.000000,308206.000000,305000.000000,305480.000000,305480.000000,100
2019-06-18,306915.000000,309800.000000,306410.000000,308885.000000,308885.000000,300
2019-06-19,309740.000000,312450.000000,309550.000000,310966.000000,310966.000000,300
2019-06-20,312600.000000,313000.000000,309120.000000,312900.000000,312900.000000,300
2019-06-21,311378.000000,313100.000000,309000.000000,309000.000000,309000.000000,300
2019-06-24,309000.000000,311300.000000,309000.000000,310650.000000,310650.000000,200
2019-06-25,310500.000000,312700.000000,309513.000000,312700.000000,312700.000000,300
2019-06-26,312385.000000,315000.000000,312350.000000,312705.000000,312705.000000,200
2019-06-27,313200.000000,318750.000000,313200.000000,318285.000000,318285.000000,400
2019-06-28,319400.000000,319960.000000,317107.000000,318350.000000,318350.000000,300
2019-07-01,321032.000000,322700.000000,319943.000000,321891.000000,321891.000000,400
2019-07-02,320600.000000,323250.000000,320413.000000,321515.000000,321515.000000,200
2019-07-03,321815.000000,322900.000000,319120.000000,322900.000000,322900.000000,200
2019-07-05,322600.000000,323642.000000,320918.000000,323149.000000,323149.000000,200
2019-07-08,321400.000000,323567.000000,320974.000000,322451.000000,322451.000000,100
2019-07-09,321000.000000,322347.000000,319500.000000,322200.000000,322200.000000,100
2019-07-10,322500.000000,324711.000000,320591.000000,320591.000000,320591.000000,200
2019-07-11,320905.000000,321883.000000,319453.000000,319837.000000,319837.000000,400
2019-07-12,319750.000000,321093.000000,318832.000000,321093.000000,321093.000000,100
2019-07-15,321500.000000,321500.000000,319455.000000,320300.000000,320300.000000,100
2019-07-16,321040.000000,322300.000000,319250.000000,319273.000000,319273.000000,200
2019-07-17,318325.000000,318500.000000,311115.000000,311600.000000,311600.000000,500
2019-07-18,310770.000000,313595.000000,310770.000000,312003.000000,312003.000000,600
2019-07-19,312600.000000,312875.000000,309200.000000,309218.000000,309218.000000,300
2019-07-22,308500.000000,309500.000000,306623.000000,307135.000000,307135.000000,300
2019-07-23,309192.000000,309850.000000,307600.000000,309340.000000,309340.000000,300
2019-07-24,308750.000000,312000.000000,308675.000000,312000.000000,312000.000000,200
2019-07-25,312000.000000,312290.000000,309980.000000,310750.000000,310750.000000,200
2019-07-26,310977.000000,315000.000000,310275.000000,315000.000000,315000.000000,200
2019-07-29,314833.000000,314833.000000,312977.000000,313529.000000,313529.000000,200
2019-07-30,311650.000000,312822.000000,310805.000000,312430.000000,312430.000000,200
2019-07-31,312000.000000,314390.000000,308666.000000,308666.000000,308666.000000,200
2019-08-01,310250.000000,311000.000000,303200.000000,303660.000000,303660.000000,300
2019-08-02,304170.000000,306960.000000,300132.000000,306000.000000,306000.000000,200
2019-08-05,300150.000000,302490.000000,297500.000000,297785.000000,297785.000000,500
2019-08-06,300000.000000,316000.000000,298255.000000,302325.000000,302325.000000,300
2019-08-07,298000.000000,300196.000000,294511.000000,299182.000000,299182.000000,300
2019-08-08,300000.000000,302409.000000,298700.000000,301905.000000,301905.000000,200
2019-08-09,301000.000000,301910.000000,298110.000000,300435.000000,300435.000000,300
2019-08-12,297850.000000,300673.000000,297100.000000,298001.000000,298001.000000,100
2019-08-13,297799.000000,302828.000000,297250.000000,299510.000000,299510.000000,200
2019-08-14,296100.000000,296850.000000,295000.000000,295000.000000,295000.000000,200
2019-08-15,296600.000000,299500.000000,296076.000000,298067.000000,298067.000000,200
2019-08-16,300260.000000,301743.000000,298687.000000,300555.000000,300555.000000,100
2019-08-19,305000.000000,305000.000000,301055.000000,301414.000000,301414.000000,200
2019-08-20,300700.000000,301045.000000,297505.000000,297505.000000,297505.000000,100
2019-08-21,298700.000000,300100.000000,298567.000000,299305.000000,299305.000000,300
2019-08-22,300000.000000,302801.000000,300000.000000,302260.000000,302260.000000,300
2019-08-23,300200.000000,301200.000000,295405.000000,296922.000000,296922.000000,500
2019-08-26,298100.000000,300899.000000,297540.000000,300899.000000,300899.000000,200
2019-08-27,300821.000000,302000.000000,298000.000000,298420.000000,298420.000000,200
2019-08-28,297955.000000,301300.000000,297387.000000,300990.000000,300990.000000,200
2019-08-29,303400.000000,305975.000000,303100.000000,305040.000000,305040.000000,300
2019-08-30,306750.000000,306829.000000,303078.000000,303078.000000,303078.000000,200
2019-09-03,302200.000000,302920.000000,300731.000000,301356.000000,301356.000000,200
2019-09-04,304200.000000,304419.000000,302500.000000,303300.000000,303300.000000,100
2019-09-05,306000.000000,309200.000000,306000.000000,306066.000000,306066.000000,200
2019-09-06,307250.000000,307775.000000,306000.000000,307260.000000,307260.000000,200
2019-09-09,308799.000000,311626.000000,308799.000000,309701.000000,309701.000000,200
2019-09-10,311100.000000,312300.000000,309400.000000,311950.000000,311950.000000,300
2019-09-11,312250.000000,316500.000000,311575.000000,316230.000000,316230.000000,400
2019-09-12,316970.000000,319200.000000,316675.000000,317182.000000,317182.000000,500
2019-09-13,319000.000000,321833.000000,318400.000000,320850.000000,320850.000000,400
